index,doc_id_th,doc_id_en,Question TH,Question EN,Answer TH ,Answer TH (Friendly),Answer EN,Answer TH (Friendly Emoji),Answer EN (Friendly),Answer EN (Friendly Emoji),Type ,Online/ Offline 
84,doc_id_th_84,doc_id_en_84,สอบถามการเข้าใชงาน App My Lotus's เนื่องจากลืมรหัสผ่านต้องทำอย่างไร?,"หากคุณลูกค้าลืมรหัสผ่านการเข้าใช้งาน My Lotus's App คุณสามารถกดที่ ""ลืมรหัสผ่าน"" ในหน้าเข้าใช้งาน แล้วทำตามขั้นตอนที่ปรากฏบนหน้าจอเพื่อทำการรีเซ็ตรหัสผ่านใหม่ค่ะ หรือถ้าคุณลูกค้าต้องการความช่วยเหลือเพิ่มเติม สามารถติดต่อศูนย์บริการสมาชิก My Lotus's โทร 1430 กด 1 ได้ทุกวันตั้งแต่เวลา 9:00 – 23:00 น. ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ 
",,,,"หากคุณลูกค้าลืมรหัสผ่านการเข้าใช้งาน My Lotus's App คุณสามารถกดที่ ""ลืมรหัสผ่าน"" ในหน้าเข้าใช้งาน แล้วทำตามขั้นตอนที่ปรากฏบนหน้าจอเพื่อทำการรีเซ็ตรหัสผ่านใหม่ค่ะ หรือถ้าคุณลูกค้าต้องการความช่วยเหลือเพิ่มเติม สามารถติดต่อศูนย์บริการสมาชิก My Lotus's โทร 1430 กด 1 ได้ทุกวันตั้งแต่เวลา 9:00 – 23:00 น. ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ 
",,,,My Lotus's
85,doc_id_th_85,doc_id_en_85,สอบถามการขอใบกำกับภาษีสามารถขอย้อนหลังได้ไหมคะ,การขอใบกำกับภาษีในนามบุคคลธรรมดาหรือนิติบุคคลสำหรับการซื้อสินค้า ณ สาขาโลตัส คุณลูกค้าสามารถขอใบกำกับภาษีได้ที่จุดบริการลูกค้าภายในวันที่ซื้อสินค้าเท่านั้นค่ะ บริษัทไม่สามารถออกใบกำกับภาษีย้อนหลังได้ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ,,,,การขอใบกำกับภาษีในนามบุคคลธรรมดาหรือนิติบุคคลสำหรับการซื้อสินค้า ณ สาขาโลตัส คุณลูกค้าสามารถขอใบกำกับภาษีได้ที่จุดบริการลูกค้าภายในวันที่ซื้อสินค้าเท่านั้นค่ะ บริษัทไม่สามารถออกใบกำกับภาษีย้อนหลังได้ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ,,,,My Lotus's
86,doc_id_th_86,doc_id_en_86,ตัวอย่างการตอบคำถามที่ดี สำหรับการสอบถามข้อมูลสาขา,"โลตัสมีสาขาใหญ่หลายแห่งในจังหวัดบุรีรัมย์ค่ะ ได้แก่ 

1. โลตัส สาขาใหญ่ ประโคนชัย 
2. โลตัส สาขาใหญ่ นางรอง 
3. โลตัส สาขาใหญ่ สตึก 

สำหรับข้อมูลเพิ่มเติมเกี่ยวกับสาขาแต่ละแห่ง เช่น ที่อยู่ โทรศัพท์ หรือเวลาเปิด-ปิด สามารถสอบถามเพิ่มเติมได้ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"
1. โลตัส สาขาใหญ่ ประโคนชัย 
2. โลตัส สาขาใหญ่ นางรอง 
3. โลตัส สาขาใหญ่ สตึก 

สำหรับข้อมูลเพิ่มเติมเกี่ยวกับสาขาแต่ละแห่ง เช่น ที่อยู่ โทรศัพท์ หรือเวลาเปิด-ปิด สามารถสอบถามเพิ่มเติมได้ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
87,doc_id_th_87,doc_id_en_87,สอบถามขั้นตอนการเข้าใช้งานแอปพลิเคชั่น,"ขั้นตอนการเข้าใช้งานแอปพลิเคชัน Lotus's SMART App คือ 
1. ดาวน์โหลดแอปพลิเคชัน Lotus's SMART App จาก App Store หรือ Google Play Store
2. เปิดแอปพลิเคชัน Lotus's SMART App 
3. กดที่ ""ลงชื่อเข้าใช้""
4. ใส่หมายเลขโทรศัพท์ที่สมัครสมาชิก My Lotus's 
5. ใส่รหัสผ่าน 
6. กดที่ ""เข้าใช้งาน"" ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"ขั้นตอนการเข้าใช้งานแอปพลิเคชัน Lotus's SMART App คือ 
1. ดาวน์โหลดแอปพลิเคชัน Lotus's SMART App จาก App Store หรือ Google Play Store
2. เปิดแอปพลิเคชัน Lotus's SMART App 
3. กดที่ ""ลงชื่อเข้าใช้""
4. ใส่หมายเลขโทรศัพท์ที่สมัครสมาชิก My Lotus's 
5. ใส่รหัสผ่าน 
6. กดที่ ""เข้าใช้งาน"" ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
88,doc_id_th_88,doc_id_en_88,ถ้าต้องการสะสมคะแนนโลตัสต้องทำไงคะ,"ท่านสามารถสะสมคะแนนโลตัสคอยน์ได้เพียง
- แจ้งเบอร์มือถือ 10 หลัก 
- สแกนคิวอาร์โค้ดผ่านแอปฯ สำหรับการช้อปผ่านร้านค้าโลตัส 
- ล็อคอินด้วยสมาชิกมายโลตัสเมื่อช้อปออนไลน์เพื่อสะสมโลตัสคอยน์

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"ท่านสามารถสะสมคะแนนโลตัสคอยน์ได้เพียง
- แจ้งเบอร์มือถือ 10 หลัก 
- สแกนคิวอาร์โค้ดผ่านแอปฯ สำหรับการช้อปผ่านร้านค้าโลตัส 
- ล็อคอินด้วยสมาชิกมายโลตัสเมื่อช้อปออนไลน์เพื่อสะสมโลตัสคอยน์

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
89,doc_id_th_89,doc_id_en_89,คูปองเดือนเกิดยังมีโปรโมชั่นอยู่ไหม?,"เนื่องจากทางบริษัทจะมีการมีการปรับเปลี่ยนกิจกรรมทุกเดือน กรุณาสอบถามข้อมูลเพิ่มเติมที่ 1430 ทุกวันตั้งแต่เวลา 9:00 น. ถึง 23:00 น.ค่ะ
",,,,"เนื่องจากทางบริษัทจะมีการมีการปรับเปลี่ยนกิจกรรมทุกเดือน กรุณาสอบถามข้อมูลเพิ่มเติมที่ 1430 ทุกวันตั้งแต่เวลา 9:00 น. ถึง 23:00 น.ค่ะ
",,,,My Lotus's
90,doc_id_th_90,doc_id_en_90,สอบถามครับ สินค้าที่ไม่ได้รับคอยน์มีสินค้าอะไรบ้าง,"บริษัทฯ ขอสงวนสิทธิ์ในการกำหนดประเภทสินค้าและบริการที่ไม่สามารถนำยอดซื้อมาใช้สะสมโลตัสคอยน์ และไม่สามารถใช้โลตัสคอยน์กับสินค้าและบริการดังกล่าว (""สินค้าที่ไม่ร่วมรายการ"") โดยสินค้าที่ไม่ร่วมรายการได้แก่ สินค้าประเภทสุรา, บุหรี่, บริการชำระบิล, บัตรเติมเงิน, บัตรของขวัญ, บริการไปรษณีย์, เวชภัณฑ์, นมดัดแปลงสำหรับทารกและนมดัดแปลงสูตรต่อเนื่อง สำหรับทารกและเด็ก (สูตร 1 และ 2) และสินค้าทั้งหมดที่ขายบริเวณพื้นที่เช่า ทั้งนี้ บริษัทฯ ขอสงวนสิทธิ์ในการเพิ่มหรือลดรายการสินค้าที่ไม่ร่วมรายการดังกล่าวตามความเหมาะสมค่ะ",,,,"บริษัทฯ ขอสงวนสิทธิ์ในการกำหนดประเภทสินค้าและบริการที่ไม่สามารถนำยอดซื้อมาใช้สะสมโลตัสคอยน์ และไม่สามารถใช้โลตัสคอยน์กับสินค้าและบริการดังกล่าว (""สินค้าที่ไม่ร่วมรายการ"") โดยสินค้าที่ไม่ร่วมรายการได้แก่ สินค้าประเภทสุรา, บุหรี่, บริการชำระบิล, บัตรเติมเงิน, บัตรของขวัญ, บริการไปรษณีย์, เวชภัณฑ์, นมดัดแปลงสำหรับทารกและนมดัดแปลงสูตรต่อเนื่อง สำหรับทารกและเด็ก (สูตร 1 และ 2) และสินค้าทั้งหมดที่ขายบริเวณพื้นที่เช่า ทั้งนี้ บริษัทฯ ขอสงวนสิทธิ์ในการเพิ่มหรือลดรายการสินค้าที่ไม่ร่วมรายการดังกล่าวตามความเหมาะสมค่ะ",,,,My Lotus's
91,doc_id_th_91,doc_id_en_91,ซื้อของที่โลตัส จ่ายด้วยทรูมันนี่ จะได้คอยน์พิเศษไหม?,"เนื่องจากทางบริษัทจะมีการมีการปรับเปลี่ยนกิจกรรมทุกเดือน กรุณาสอบถามข้อมูลเพิ่มเติมที่ 1430 ทุกวันตั้งแต่เวลา 9:00 น. ถึง 23:00 น.ค่ะ
",,,,"เนื่องจากทางบริษัทจะมีการมีการปรับเปลี่ยนกิจกรรมทุกเดือน กรุณาสอบถามข้อมูลเพิ่มเติมที่ 1430 ทุกวันตั้งแต่เวลา 9:00 น. ถึง 23:00 น.ค่ะ
",,,,My Lotus's
92,doc_id_th_92,doc_id_en_92,จ่ายบิลที่โลตัส จะได้รับคอยน์ไหม?,การชำระบิลที่โลตัส ไม่ได้รับโลตัสคอยน์ค่ะ เนื่องจากเงื่อนไขการสะสมโลตัสคอยน์ คือ การซื้อสินค้าที่ร่วมรายการ ทุก ๆ 50 บาท จะได้รับ 0.5% เป็นโลตัสคอยน์ แต่การชำระบิลไม่ถือเป็นการซื้อสินค้า จึงไม่ได้รับโลตัสคอยน์ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ,,,,การชำระบิลที่โลตัส ไม่ได้รับโลตัสคอยน์ค่ะ เนื่องจากเงื่อนไขการสะสมโลตัสคอยน์ คือ การซื้อสินค้าที่ร่วมรายการ ทุก ๆ 50 บาท จะได้รับ 0.5% เป็นโลตัสคอยน์ แต่การชำระบิลไม่ถือเป็นการซื้อสินค้า จึงไม่ได้รับโลตัสคอยน์ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ,,,,My Lotus's
93,doc_id_th_93,doc_id_en_93,ซื้อของช้อปออนไลน์ได้คอยน์ไหม คอยน์จะเข้าให้เมื่อไหร่,"คุณลูกค้าสามารถสะสมโลตัสคอยน์ได้จากการซื้อสินค้าที่ร่วมรายการผ่านช้อปออนไลน์ โลตัสคอยน์จะถูกเครดิตเข้าบัญชีสมาชิกมายโลตัสของคุณลูกค้าหลังจากการชำระเงินเรียบร้อยแล้วค่ะ และคุณลูกค้าสามารถตรวจสอบยอดสะสมโลตัสคอยน์ได้ตลอดเวลาผ่านช่องทางต่าง ๆ เช่น โลตัส สมาร์ท แอป, ท้ายใบเสร็จ, Line Official หรือติดต่อศูนย์บริการลูกค้าโลตัสค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"คุณลูกค้าสามารถสะสมโลตัสคอยน์ได้จากการซื้อสินค้าที่ร่วมรายการผ่านช้อปออนไลน์ โลตัสคอยน์จะถูกเครดิตเข้าบัญชีสมาชิกมายโลตัสของคุณลูกค้าหลังจากการชำระเงินเรียบร้อยแล้วค่ะ และคุณลูกค้าสามารถตรวจสอบยอดสะสมโลตัสคอยน์ได้ตลอดเวลาผ่านช่องทางต่าง ๆ เช่น โลตัส สมาร์ท แอป, ท้ายใบเสร็จ, Line Official หรือติดต่อศูนย์บริการลูกค้าโลตัสค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
94,doc_id_th_94,doc_id_en_94,ชาวต่างชาติสมัครสมาชิกได้ไหม?,"คุณลูกค้าสามารถสมัครสมาชิกได้ 2 ช่องทางค่ะ:
1. ออนไลน์: ผ่าน Lotus's SMART App หรือเว็บไซต์ mylotussregister.lotuss.com 
2. ที่สาขา: สมัครผ่านแคชเชียร์ด้วยบัตรประชาชนและเบอร์โทรศัพท์ค่ะ 
สำหรับชาวต่างชาติ สามารถใช้บัตรประชาชนหรือพาสปอร์ตในการสมัครสมาชิกได้ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"คุณลูกค้าสามารถสมัครสมาชิกได้ 2 ช่องทางค่ะ:
1. ออนไลน์: ผ่าน Lotus's SMART App หรือเว็บไซต์ mylotussregister.lotuss.com 
2. ที่สาขา: สมัครผ่านแคชเชียร์ด้วยบัตรประชาชนและเบอร์โทรศัพท์ค่ะ 
สำหรับชาวต่างชาติ สามารถใช้บัตรประชาชนหรือพาสปอร์ตในการสมัครสมาชิกได้ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
95,doc_id_th_95,doc_id_en_95,น้องบัวคือใคร ?,"น้องบัวคือตัวแทนฝ่ายบริการลูกค้าของโลตัสค่ะ หากมีคำถามหรือต้องการข้อมูลเพิ่มเติมเกี่ยวกับโลตัส สามารถสอบถามน้องบัวได้เลยค่ะ
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"น้องบัวคือตัวแทนฝ่ายบริการลูกค้าของโลตัสค่ะ หากมีคำถามหรือต้องการข้อมูลเพิ่มเติมเกี่ยวกับโลตัส สามารถสอบถามน้องบัวได้เลยค่ะ
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
96,doc_id_th_96,doc_id_en_96,หากสาขามีการติดป้ายราคาสินค้าผิด หรือไม่ตรงกับสินค้าที่ลูกค้าเลือกซื้อควรแก้ไขอย่างไร?,"ต้องขออภัยในความไม่สะดวกที่ได้รับ กรณีพบปัญหาราคาสินค้าไม่ตรงตามป้าย ราคาที่แสดงบนป้ายมีข้อผิดพลาดใด ๆ ท่านสามารถติดต่อส่วนงานบริการลูกค้าได้ตามช่องทางดังนี้ค่ะ
- ติดต่อพนักงานสาขาที่ใช้บริการ
- Inbox FB Lotus's Official 💬
- อีเมล: customer-service@lotuss.com 📧
- เว็บไซต์: https://corporate.lotuss.com/contact-us/ 🌐
- โทรศัพท์: 1430 กด 4: ลูกค้าสัมพันธ์
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"ต้องขออภัยในความไม่สะดวกที่ได้รับ กรณีพบปัญหาราคาสินค้าไม่ตรงตามป้าย ราคาที่แสดงบนป้ายมีข้อผิดพลาดใด ๆ ท่านสามารถติดต่อส่วนงานบริการลูกค้าได้ตามช่องทางดังนี้ค่ะ
- ติดต่อพนักงานสาขาที่ใช้บริการ
- Inbox FB Lotus's Official 💬
- อีเมล: customer-service@lotuss.com 📧
- เว็บไซต์: https://corporate.lotuss.com/contact-us/ 🌐
- โทรศัพท์: 1430 กด 4: ลูกค้าสัมพันธ์
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
97,doc_id_th_97,doc_id_en_97,ซื้อสินค้ากลุ่มน้ำมันได้รับคอยน์หรือไม่?,ท่านสามารถตรวจสอบเงื่อนไขการแจกคอยน์ได้ จากรายละเอียดแต่ละโปรโมชั่นค่ะ,,,,ท่านสามารถตรวจสอบเงื่อนไขการแจกคอยน์ได้ จากรายละเอียดแต่ละโปรโมชั่นค่ะ,,,,My Lotus's
98,doc_id_th_98,doc_id_en_98,โลตัสมีกี่สาขาทั่วประเทศ?,"โลตัสในประเทศไทยมีทั้งหมดประมาณ 2,000 กว่าสาขา โดยจะมีรูปแบบร้านค้า 1.ไฮเปอร์มาร์เก็ต(สาขาใหญ่) 2.โกเฟรช ซุปเปอร์มาร์เก็ต และ โกเฟรช มินิซุปเปอร์มาร์เก็ต ค่ะ",,,,"โลตัสในประเทศไทยมีทั้งหมดประมาณ 2,000 กว่าสาขา โดยจะมีรูปแบบร้านค้า 1.ไฮเปอร์มาร์เก็ต(สาขาใหญ่) 2.โกเฟรช ซุปเปอร์มาร์เก็ต และ โกเฟรช มินิซุปเปอร์มาร์เก็ต ค่ะ",,,,My Lotus's
99,doc_id_th_99,doc_id_en_99,โลตัสเปิดให้บริการมาแล้ว กี่ปี?,สามารถตรวจสอบรายละเอียดเพิ่มเติมได้ที่ https://corporate.lotuss.com/about/,,,,สามารถตรวจสอบรายละเอียดเพิ่มเติมได้ที่ https://corporate.lotuss.com/about/,,,,My Lotus's
100,doc_id_th_100,doc_id_en_100,แอปมายโลตัสสามารถสั่งซื้อสินค้าเครื่องใช้ไฟฟ้าได้หรือไม่?,ท่านสามารถสั่งซื้อเครื่องใช้ไฟฟ้าผ่านช่องทางออนไลน์ของเราได้ โดยเข้าไปที่เว็บไซต์ หรือแอปพลิเคชันของ Lotus's Shop Online เลือกเมนูมหกรรมเครื่องใช้ไฟฟ้าค่ะ ท่านสามารถศึกษาวิธีการใช้งานได้ง่าย ๆ ที่ลิงก์นี้ค่ะ:https://www.lotuss.com/th/electronic-expo-how-to-shop,,,,ท่านสามารถสั่งซื้อเครื่องใช้ไฟฟ้าผ่านช่องทางออนไลน์ของเราได้ โดยเข้าไปที่เว็บไซต์ หรือแอปพลิเคชันของ Lotus's Shop Online เลือกเมนูมหกรรมเครื่องใช้ไฟฟ้าค่ะ ท่านสามารถศึกษาวิธีการใช้งานได้ง่าย ๆ ที่ลิงก์นี้ค่ะ:https://www.lotuss.com/th/electronic-expo-how-to-shop,,,,My Lotus's
101,doc_id_th_101,doc_id_en_101,"เบอร์โทรศัพท์หน่วยงานบัตรเครดิตของโลตัสคือเบอร์ใด?
","หากคุณลูกค้าต้องการสอบถามยอดค้างชำระ หรือค่าธรรมเนียม สามารถติดต่อที่หมายเลข 1712 กด 1 ได้เลยค่ะ 
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ
",,,,"หากคุณลูกค้าต้องการสอบถามยอดค้างชำระ หรือค่าธรรมเนียม สามารถติดต่อที่หมายเลข 1712 กด 1 ได้เลยค่ะ 
หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ
",,,,My Lotus's
102,doc_id_th_102,doc_id_en_102,โลตัสยังใช้งานบัตรคลับการ์ดอยู่หรือไม่?,"โลตัสยกเลิกการใช้บัตรเพื่อสแกนสะสมแล้วค่ะ ปัจจุบันท่านสามารถสะสมคอยน์โดยการ
- แจ้งเบอร์มือถือ 10 หลัก 
- สแกนคิวอาร์โค้ดผ่านแอปฯ สำหรับการช้อปผ่านร้านค้าโลตัส 
- ล็อคอินด้วยสมาชิกมายโลตัสเมื่อช้อปออนไลน์เพื่อสะสมโลตัสคอยน์ค่ะ",,,,"โลตัสยกเลิกการใช้บัตรเพื่อสแกนสะสมแล้วค่ะ ปัจจุบันท่านสามารถสะสมคอยน์โดยการ
- แจ้งเบอร์มือถือ 10 หลัก 
- สแกนคิวอาร์โค้ดผ่านแอปฯ สำหรับการช้อปผ่านร้านค้าโลตัส 
- ล็อคอินด้วยสมาชิกมายโลตัสเมื่อช้อปออนไลน์เพื่อสะสมโลตัสคอยน์ค่ะ",,,,My Lotus's
103,doc_id_th_103,doc_id_en_103,ต้องการสมัครงานที่โลตัส ต้องทำยังไง?,"หากคุณลูกค้าต้องการสมัครงานกับโลตัส:
- ติดต่อฝ่ายบุคคลที่เบอร์ 02-797-9000 (จันทร์ - ศุกร์ 09:00 - 16:30 น.) 
- ฝากประวัติสมัครงานที่ https://careers.lotuss.com
- หรือสอบถามข้อมูลในสาขาที่ลูกค้าสนใจด้วยตัวเองค่ะ 

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"หากคุณลูกค้าต้องการสมัครงานกับโลตัส:
- ติดต่อฝ่ายบุคคลที่เบอร์ 02-797-9000 (จันทร์ - ศุกร์ 09:00 - 16:30 น.) 
- ฝากประวัติสมัครงานที่ https://careers.lotuss.com
- หรือสอบถามข้อมูลในสาขาที่ลูกค้าสนใจด้วยตัวเองค่ะ 

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
104,doc_id_th_104,doc_id_en_104,คูปองไม่ได้ส่งมาที่บ้านแล้วใช่หรือไม่?,โลตัสมีการยกเลิกการจัดส่งคูปองแล้วค่ะ โดยลูกค้าสามารถดาวน์โหลดแอปมายโลตัส https://apps.apple.com/th/app/lotuss/id1540944956 เพื่อตรวจสอบและใช้งานคูปองได้เลยค่ะ,,,,โลตัสมีการยกเลิกการจัดส่งคูปองแล้วค่ะ โดยลูกค้าสามารถดาวน์โหลดแอปมายโลตัส https://apps.apple.com/th/app/lotuss/id1540944956 เพื่อตรวจสอบและใช้งานคูปองได้เลยค่ะ,,,,My Lotus's
105,doc_id_th_105,doc_id_en_105,โลตัสเปลี่ยนจากคลับการ์ดมาเป็นมายโลตัสตั้งแต่เมื่อไหร่?,โลตัส (Lotus's) ได้เปลี่ยนระบบสมาชิกจากเดิมสมาชิกโลตัส (หรือชื่อเดิม คลับการ์ด) มาเป็น มายโลตัส (My Lotus's) พร้อมโอนย้ายคะแนนสะสมสมาชิกโลตัสเดิมเป็นโลตัสคอยน์ค่ะ,,,,โลตัส (Lotus's) ได้เปลี่ยนระบบสมาชิกจากเดิมสมาชิกโลตัส (หรือชื่อเดิม คลับการ์ด) มาเป็น มายโลตัส (My Lotus's) พร้อมโอนย้ายคะแนนสะสมสมาชิกโลตัสเดิมเป็นโลตัสคอยน์ค่ะ,,,,My Lotus's
106,doc_id_th_106,doc_id_en_106,การคำนวนคอยน์รูปแบบใหม่ของโลตัสเริ่มตั้งแต่เมื่อไหร่?,ตั้งแต่วันที่ 1 ก.พ. 67 เป็นต้นไป ทางโลตัสได้เปลี่ยนแปลงวิธีการคำนวณคอยน์รูปแบบใหม่ เมื่อช้อป 50 บาทขึ้นไป รับคอยน์คืน 0.5% กับทุกๆ บาทที่ช้อปค่ะ,,,,ตั้งแต่วันที่ 1 ก.พ. 67 เป็นต้นไป ทางโลตัสได้เปลี่ยนแปลงวิธีการคำนวณคอยน์รูปแบบใหม่ เมื่อช้อป 50 บาทขึ้นไป รับคอยน์คืน 0.5% กับทุกๆ บาทที่ช้อปค่ะ,,,,My Lotus's
107,doc_id_th_107,doc_id_en_107,สมาชิกมีวันหมดอายุหรือไม่?,สมาชิก My Lotus’s ไม่มีวันหมดอายุค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ,,,,สมาชิก My Lotus’s ไม่มีวันหมดอายุค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ,,,,My Lotus's
108,doc_id_th_108,doc_id_en_108,สมัครสมาชิกไม่สำเร็จต้องทำอย่างไร?,คุณลูกค้าสามารถติดต่อศูนย์บริการสมาชิก My Lotus’s โทร 1430 กด 1 ได้ทุกวัน เวลา 9:00 - 23:00 น. ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ,,,,คุณลูกค้าสามารถติดต่อศูนย์บริการสมาชิก My Lotus’s โทร 1430 กด 1 ได้ทุกวัน เวลา 9:00 - 23:00 น. ค่ะ หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ,,,,My Lotus's
109,doc_id_th_109,doc_id_en_109,ผู้ที่สามารถสมัครสมาชิกมายโลตัสมีจำกัดอายุหรือไม่?,ผู้ที่สามารถสมัครสมาชิกมายโลตัสจะต้องมีอายุครบ 15 ปีบริบูรณ์ค่ะ,,,,ผู้ที่สามารถสมัครสมาชิกมายโลตัสจะต้องมีอายุครบ 15 ปีบริบูรณ์ค่ะ,,,,My Lotus's
110,doc_id_th_110,doc_id_en_110,ผู้สูงอายุ สามารถสมัครงานที่โลตัสได้หรือไม่,"ขออภัยค่ะ ไม่มีข้อมูลเกี่ยวกับเรื่องของผู้สูงอายุสามารถสมัครงานที่โลตัสได้หรือไม่ แต่หากคุณลูกค้าต้องการสมัครงานกับโลตัส สามารถติดต่อฝ่ายบุคคลที่เบอร์ 02-797-9000 (จันทร์ - ศุกร์ 09:00 - 16:30 น.) หรือฝากประวัติสมัครงานที่ https://careers.lotuss.com หรือสอบถามข้อมูลในสาขาที่ลูกค้าสนใจด้วยตัวเองค่ะ

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,"ขออภัยค่ะ ไม่มีข้อมูลเกี่ยวกับเรื่องของผู้สูงอายุสามารถสมัครงานที่โลตัสได้หรือไม่ แต่หากคุณลูกค้าต้องการสมัครงานกับโลตัส สามารถติดต่อฝ่ายบุคคลที่เบอร์ 02-797-9000 (จันทร์ - ศุกร์ 09:00 - 16:30 น.) หรือฝากประวัติสมัครงานที่ https://careers.lotuss.com หรือสอบถามข้อมูลในสาขาที่ลูกค้าสนใจด้วยตัวเองค่ะ

หากมีคำถามเพิ่มเติม สามารถสอบถามน้องบัวได้เลยนะคะ ขอบคุณที่ใช้บริการค่ะ",,,,My Lotus's
111,doc_id_th_111,doc_id_en_111,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด  เปลี่ยนชื่อเป็น ซีพี CP Axtra วันที่เท่าไหร่,วันที่ 1 ตุลาคม 2567 ยุติการใช้ชื่อบริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด  เปลี่ยนมาเป็น CP Axtra แทนค่ะ,,,,วันที่ 1 ตุลาคม 2567 ยุติการใช้ชื่อบริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด  เปลี่ยนมาเป็น CP Axtra แทนค่ะ,,,,My Lotus's
