Store id,StoreID,doc_id,Name,English Name,Latitude,Longitude,GoogleMap URL,Online Status,Store Type,Street,City,State,Postcode,region,Delivery Type,Online Open Hour,Online Open Hour,Offline Format,Offline Open Hour,Offline Address,Offline Address + Phone,Store Email,Contact Number,Contact Number,,,,Valid/Invalid,,Revised Contact Number
TH1115,1115,store_doc_1115,โลตัส โกเฟรช บางนา กม. 6.5-สมุทรปราการ,Lotus Go Fresh Bangna Km 6.5,13.659257,100.666742,"https://www.google.com/maps/place/13.659257,100.666742",ACTIVE,go_fresh,เลขที่ 6/16 หมู่ที่ 14,อำเภอบางพลี,สมุทรปราการ,10540,ตำบลบางแก้ว,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 6/16 หมู่ 14 ถ.บางนา-ตราด ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540,"เลขที่ 6/16 หมู่ 14 ถ.บางนา-ตราด ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540, โทรศัพท์: 062-605-7462",exp115-sm@lotuss.com,0626057462,0626057462,0626057462,062-605-7462,Valid,Valid,0626057462,062-605-7462
TH1117,1117,store_doc_1117,โลตัส โก เฟรช เพชรเกษม 108,Lotus Go Fresh Petchkasem 108,13.706661,100.353013,"https://www.google.com/maps/place/13.706661,100.353013",INACTIVE,go_fresh,เลขที่ 13/2 หมู่ที่ 7 ถนนเพชรเกษม 108,เขตหนองแขม,กรุงเทพมหานคร,10160,แขวงหนองค้างพลู,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,
TH1118,1118,store_doc_1118,โลตัส โกเฟรช ปิ่นเกล้า,Lotus Go Fresh Pinkloa O/B,13.78495,100.461211,"https://www.google.com/maps/place/13.78495,100.461211",ACTIVE,go_fresh,เลขที่ 24/29 หมู่ที่ 6,เขตตลิ่งชัน,กรุงเทพมหานคร,10170,แขวงตลิ่งชัน,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 24/29 หมู่ 6 ถ.ปิ่นเกล้า-นครไชยศรี แขวงตลิ่งชัน เขตตลิ่งชัน กทม. 10170,"เลขที่ 24/29 หมู่ 6 ถ.ปิ่นเกล้า-นครไชยศรี แขวงตลิ่งชัน เขตตลิ่งชัน กทม. 10170, โทรศัพท์: 062-605-7464",exp118-sm@lotuss.com,0626057464,0626057464,0626057464,062-605-7464,Valid,Valid,0626057464,062-605-7464
TH1120,1120,store_doc_1120,โลตัส โกเฟรช สุขาภิบาล 1 คลองจั่น,Lotus Go Fresh Klongjan,13.770712,100.646858,"https://www.google.com/maps/place/13.770712,100.646858",ACTIVE,go_fresh,เลขที่ 43 ถนนนวมินทร์,เขตบางกะปิ,กรุงเทพมหานคร,10240,แขวงคลองจั่น,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-22:30 (16.5Hrs),เลขที่ 43 ถนนนวมินทร์ แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240,"เลขที่ 43 ถนนนวมินทร์ แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240, โทรศัพท์: 062-605-7466",exp120-sm@lotuss.com,0626057466,0626057466,0626057466,062-605-7466,Valid,Valid,0626057466,062-605-7466
TH1121,1121,store_doc_1121,โลตัส โกเฟรช สุทธิสาร (อินทามาระ ซอย 4),Lotus Go Fresh Suthisan (Esso),13.788777,100.552396,"https://www.google.com/maps/place/13.788777,100.552396",ACTIVE,go_fresh,เลขที่ 140/7 ถนนสุทธิสารวินิจฉัย,เขตพญาไท,กรุงเทพมหานคร,10400,แขวงสามเสนใน,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours,เลขที่ 140/7 ถนนสุทธิสารวินิจฉัย แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,"เลขที่ 140/7 ถนนสุทธิสารวินิจฉัย แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400, โทรศัพท์: 062-605-7467",exp121-sm@lotuss.com,0626057467,0626057467,0626057467,062-605-7467,Valid,Valid,0626057467,062-605-7467
TH1122,1122,store_doc_1122,โลตัส โกเฟรช ศรีย่าน,Lotus Go Fresh Sriyan,13.787188,100.513292,"https://www.google.com/maps/place/13.787188,100.513292",ACTIVE,go_fresh,เลขที่ 900/20 ถนนสามเสน,เขตดุสิต,กรุงเทพมหานคร,10300,แขวงถนนนครไชยศรี,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),เลขที่ 900/20 ถนนสามเสน แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร 10300,"เลขที่ 900/20 ถนนสามเสน แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร 10300, โทรศัพท์: 062-605-7468",exp122-sm@lotuss.com,0626057468,0626057468,0626057468,062-605-7468,Valid,Valid,0626057468,062-605-7468
TH1123,1123,store_doc_1123,โลตัส โกเฟรช พระราม 9,Lotus Go Fresh Rama 9,13.742113,100.628727,"https://www.google.com/maps/place/13.742113,100.628727",ACTIVE,go_fresh,เลขที่ 1063/1 ถนนพระราม 9,เขตสวนหลวง,กรุงเทพมหานคร,10250,แขวงสวนหลวง,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 1063/1 ถ.พระราม 9 แขวงสวนหลวง เขตสวนหลวง กทม. 10250,"เลขที่ 1063/1 ถ.พระราม 9 แขวงสวนหลวง เขตสวนหลวง กทม. 10250, โทรศัพท์: 062-605-7469",exp123-sm@lotuss.com,0626057469,0626057469,0626057469,062-605-7469,Valid,Valid,0626057469,062-605-7469
TH1124,1124,store_doc_1124,โลตัส โกเฟรช รามคำแหง O/B,Lotus Go Fresh Ramkhamhang O/B(Suka3),13.766205,100.653926,"https://www.google.com/maps/place/13.766205,100.653926",ACTIVE,go_fresh,เลขที่ 185/2 ถนนรามคำแหง,เขตบางกะปิ,กรุงเทพมหานคร,10240,แขวงหัวหมาก,OnDemand,7:00-21:00,"7:00-21:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-21:00 (15Hrs),เลขที่ 185/2 ถ.รามคำแหง (สุขาภิบาล 3) แขวงหัวหมาก เขตบางกะปิ กทม. 10240,"เลขที่ 185/2 ถ.รามคำแหง (สุขาภิบาล 3) แขวงหัวหมาก เขตบางกะปิ กทม. 10240, โทรศัพท์: 062-605-7470",exp124-sm@lotuss.com,0626057470,0626057470,0626057470,062-605-7470,Valid,Valid,0626057470,062-605-7470
TH1126,1126,store_doc_1126,โลตัส โกเฟรช สุขุมวิท I/B,Lotus Go Fresh Sukhumvit I/B,13.660926,100.601154,"https://www.google.com/maps/place/13.660926,100.601154",ACTIVE,go_fresh,เลขที่ 3786 ถนนสุขุมวิท,เขตบางนา,กรุงเทพมหานคร,10260,แขวงบางนา,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),เลขที่ 3786 ถ.สุขุมวิท แขวงบางนา เขตบางนา กทม. 10260,"เลขที่ 3786 ถ.สุขุมวิท แขวงบางนา เขตบางนา กทม. 10260, โทรศัพท์: 080-568-0004",exp126-sm@lotuss.com,0805680004,0805680004,0805680004,080-568-0004,Valid,Valid,0805680004,080-568-0004
TH1127,1127,store_doc_1127,โลตัส โกเฟรช สำโรงเหนือ-สมุทรปราการ,Lotus Go Fresh Samrong Nue,13.642867,100.6360891,"https://www.google.com/maps/place/13.642867,100.6360891",ACTIVE,go_fresh,เลขที่ 443/1 หมู่ที่ 5,อำเภอเมืองสมุทรปราการ,สมุทรปราการ,10270,ตำบลสำโรงเหนือ,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-22:00 (16Hrs),เลขที่ 443/1 หมู่ 5 ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270,"เลขที่ 443/1 หมู่ 5 ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270, โทรศัพท์: 062-605-7473",exp127-sm@lotuss.com,0626057473,0626057473,0626057473,062-605-7473,Valid,Valid,0626057473,062-605-7473
TH1128,1128,store_doc_1128,โลตัส โกเฟรช บางแคเหนือ,Lotus Go Fresh Bangkae Nue,13.709658,100.396343,"https://www.google.com/maps/place/13.709658,100.396343",ACTIVE,go_fresh,เลขที่ 603/1105 หมู่ที่ 10,เขตบางแค,กรุงเทพมหานคร,10160,แขวงบางแค,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 1395/2 ถ.เพชรเกษม แขวงหลักสอง เขตบางแค กทม. 10160,"เลขที่ 1395/2 ถ.เพชรเกษม แขวงหลักสอง เขตบางแค กทม. 10160, โทรศัพท์: 062-605-7475",exp128-sm@lotuss.com,0626057475,0626057475,0626057475,062-605-7475,Valid,Valid,0626057475,062-605-7475
TH1129,1129,store_doc_1129,โลตัส โกเฟรช พระราม 4,Lotus Go Fresh Rama 4,13.71988,100.565721,"https://www.google.com/maps/place/13.71988,100.565721",ACTIVE,go_fresh,เลขที่ 2825/22 ถนนพระรามที่ 4,เขตคลองเตย,กรุงเทพมหานคร,10110,แขวงคลองตัน,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,เลขที่ 2825/22 ถ.พระราม 4 แขวงคลองตัน เขตคลองเตย กทม. 10110,"เลขที่ 2825/22 ถ.พระราม 4 แขวงคลองตัน เขตคลองเตย กทม. 10110, โทรศัพท์: 099-717-0313",exp129-sm@lotuss.com,0997170313,0997170313,0997170313,099-717-0313,Valid,Valid,0997170313,099-717-0313
TH1130,1130,store_doc_1130,โลตัส โกเฟรช พาณิชย์ธน,Lotus Go Fresh Phanitthon,13.739501,100.456831,"https://www.google.com/maps/place/13.739501,100.456831",ACTIVE,go_fresh,เลขที่ 41 ถนนบางแวก,เขตภาษีเจริญ,กรุงเทพมหานคร,10160,แขวงบางแวก,OnDemand,7:00-21:00,"7:00-21:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),เลขที่ 41 ถ.สายบางแวก แขวงบางแวก เขตภาษีเจริญ กทม. 10160,"เลขที่ 41 ถ.สายบางแวก แขวงบางแวก เขตภาษีเจริญ กทม. 10160, โทรศัพท์: 062-605-7477",exp130-sm@lotuss.com,0626057477,0626057477,0626057477,062-605-7477,Valid,Valid,0626057477,062-605-7477
TH1134,1134,store_doc_1134,โลตัส โก เฟรช บางนา กม. 2,Lotus Go Fresh Bangna KM. 2,13.668869,100.631787,"https://www.google.com/maps/place/13.668869,100.631787",INACTIVE,go_fresh,เลขที่ 939/32 หมู่ที่ 12,เขตบางนา,กรุงเทพมหานคร,10260,แขวงบางนา,OnDemand,7:00-20:00,"7:00-20:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,
TH1135,1135,store_doc_1135,โลตัส โกเฟรช สุขุมวิท 105,Lotus Go Fresh Sukhumvit 105,13.66388,100.615273,"https://www.google.com/maps/place/13.66388,100.615273",ACTIVE,go_fresh,เลขที่ 50/61 หมู่ที่ 3 ตรอกหมู่บ้านนอกเขต,เขตบางนา,กรุงเทพมหานคร,10260,แขวงบางนา,OnDemand,7:00-21:00,"7:00-21:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,06:00-23:00 (17Hrs),เลขที่ 459 ถนนลาซาล แขวงบางนาใต้ เขตบางนา กรุงเทพ 10260,"เลขที่ 459 ถนนลาซาล แขวงบางนาใต้ เขตบางนา กรุงเทพ 10260, โทรศัพท์: 062-605-7482",exp135-sm@lotuss.com,0626057482,0626057482,0626057482,062-605-7482,Valid,Valid,0626057482,062-605-7482
TH1136,1136,store_doc_1136,โลตัส โกเฟรช เคหะร่มเกล้า,Lotus Go Fresh K-ha Romklao,13.767349,100.732497,"https://www.google.com/maps/place/13.767349,100.732497",ACTIVE,go_fresh,"เลขที่ 360/5-8,360/19 หมู่ที่ 4 หมู่บ้านการเคหะร่มเกล้า ",เขตลาดกระบัง,กรุงเทพมหานคร,10520,แขวงคลองสองต้นนุ่น,OnDemand,7:00-22:00,"7:00-22:00 (ทั้งนี้ระยะเวลาทำการของ Lotus's Shop Online อาจมีการเปลี่ยนแปลงในแต่ละสาขา ลูกค้าสามารถตรวจสอบเพิ่มเติมได้ผ่านเมนู ""เวลาจัดส่ง"" เพิ่มเติมค่ะ)",Mini Supermarket,24 Hours ,"เลขที่ 360/5-8,360/19 ถ.เคหะร่มเกล้า แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพ 10520","เลขที่ 360/5-8,360/19 ถ.เคหะร่มเกล้า แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพ 10520, โทรศัพท์: 081-245-9742",exp136-sm@lotuss.com,0812459742,0812459742,0812459742,081-245-9742,Valid,Valid,0812459742,081-245-9742
