"user_id","thread_id","feedback_id","value","comment","createdAt"
User_20,f26e8b27-71c0-4851-b13d-589ff02c0ba4,"1b5ff497-50e7-4bf0-a523-1480bb6ab192",0.0,ตอบผิด ควรจะแนะนำแนวทาง user,2025-07-25 07:36:45.788
User_2,"70990a87-bbc4-4a50-b375-aed01a0dd59a",c1e3865a-4007-4ad0-9392-5a82c12e7b37,1.0,,2025-07-25 07:35:45.311
User_18,edd28059-dd0a-4889-b292-470e4ca5e2b3,"3ecf25dd-4b94-41f1-afad-48d39e3b5ffb",0.0,คำถามการเบิกค่าเดินทาง  ตั้งแต่ข้อ1 -5  คำตอบซ้ำกันค่ะ,2025-07-25 07:29:27.249
User_10,a7148001-5f62-4d7e-ad28-45c3a61e7f6b,"3d971757-ae25-47a5-995b-2b5aab9a528a",0.0,ควรต้องบอก user ว่าให้พิมตัวเลขข้อ ที่จะเลือก หรือไม่ก็ต้องให้ bot จำคำที่พิมได้ว่าเลือกข้อไหน บางคนไม่รู้ว่าต้องพิมตัวเลข,2025-07-25 07:28:06.651
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,"42e83fe7-11d8-451d-a235-50ac87034c94",0.0,ตอบไม่ได้,2025-07-25 07:27:34.271
User_10,cc690519-724e-4112-a951-984be2189bf6,"2a104a87-64c0-4b44-aa30-22d6a946ba21",0.0,ตอบไม่ตรงคำถาม ,2025-07-25 07:24:57.044
User_10,cc690519-724e-4112-a951-984be2189bf6,"41561e69-59a4-4425-a376-c4bf90070c6a",1.0,ตอบตรง,2025-07-25 07:23:52.810
User_10,cc690519-724e-4112-a951-984be2189bf6,bfacd92b-58db-48ac-8d3d-8ce517c80515,0.0,ให้ข้อมูลเยอะเกินไป อ่านแล้วไม่เข้าใจ,2025-07-25 07:22:53.365
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,c7c92356-182d-4375-aede-4973643c4317,0.0,ตอบไม่ตรงคำถาม,2025-07-25 07:22:35.748
User_10,"5301f099-ca3d-434e-9708-6715d4b299c5",d3c60b99-6446-44bf-ac9d-7ea8bb00e204,0.0,ตอบไม่ได้ ทั้งที่มีคำตอบอยู่ใน FAQ ,2025-07-25 07:19:02.025
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,"10d460d4-e59a-4184-9932-1afa9781f6f1",0.0,ตอบไม่ได้,2025-07-25 07:18:59.306
User_18,edd28059-dd0a-4889-b292-470e4ca5e2b3,cbf785b1-cee7-4684-bdaf-b144a56eb07f,0.0,"ค่าใช้จ่ายที่เกิดจากการเดินทาง  ข้อ1  ไม่น่าจะต้องมี ข้อความนี้นะคะ ""ในกรณีที่มีการเบิกเงินทดรองจ่าย และมีส่วนของเงินทดรองจ่ายที่เกินจากค่าใช้จ่ายที่เกิดจริง พนักงานต้องคืนเงินทดรองจ่ายส่วนที่เกินนั้นเต็มจำนวนโดยนำเงินเข้าบัญชีธนาคารของบริษัท""",2025-07-25 07:17:58.147
User_14,b05d1be8-a29e-4433-a61a-eebfd3e3b550,"2e9d112b-3ba3-4e9c-ac5f-f78b61289096",0.0,,2025-07-25 07:17:35.710
User_14,b05d1be8-a29e-4433-a61a-eebfd3e3b550,b6ec9b1f-d288-4512-afcb-90a0903df98b,0.0,,2025-07-25 07:17:31.832
User_14,b05d1be8-a29e-4433-a61a-eebfd3e3b550,"077abef9-81e9-4a8b-9b48-69954d4b6e34",0.0,,2025-07-25 07:17:17.665
User_14,b05d1be8-a29e-4433-a61a-eebfd3e3b550,"9380a7ec-0f48-47e3-a937-0f3034f65881",0.0,,2025-07-25 07:17:13.030
User_14,b05d1be8-a29e-4433-a61a-eebfd3e3b550,"20b295ae-ccfb-4956-ad98-0a7a2f28192e",0.0,,2025-07-25 07:17:12.957
User_14,b05d1be8-a29e-4433-a61a-eebfd3e3b550,d1eb50c0-baf4-4421-a548-d51b09dfb897,0.0,ไม่มีคำตอบ,2025-07-25 07:17:12.956
User_14,b05d1be8-a29e-4433-a61a-eebfd3e3b550,"88154b18-69ae-44da-b4a1-f7000a66b509",0.0,ไม่มีคำตอบ,2025-07-25 07:16:47.278
User_14,b05d1be8-a29e-4433-a61a-eebfd3e3b550,"21def863-ed46-44e5-9a9c-ee867d010ee6",0.0,ไม่มีคำตอบ,2025-07-25 07:16:31.089
User_14,"0ac19aef-6807-4cc7-a7fc-9e698c7d5773",bcbd0b29-1de6-4277-8da3-7a36f8fabaf0,0.0,คำถามคล้ายกับที่เสนอมาก่อนหน้านี้ แต่ไม่มีคำตอบให้,2025-07-25 07:15:28.647
User_14,"0ac19aef-6807-4cc7-a7fc-9e698c7d5773",da3ea927-f846-406f-8654-b3295f0bae0a,0.0,คล้ายคำถามด้านบน แต่ไม่เจอคำตอบ,2025-07-25 07:14:49.537
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,"31ebaf13-88d0-47c5-a92f-68460a21166a",0.0,ตอบไม่ได้,2025-07-25 07:14:27.267
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,"15cced27-e57a-4dcb-8616-7c11f5d76886",0.0,ตอบไม่ได้,2025-07-25 07:12:42.759
User_20,f26e8b27-71c0-4851-b13d-589ff02c0ba4,"5e03f55a-eb27-46c0-9d50-57a5ab515a94",0.0,ไม่ได้ ต้องรู้จัก Landlord ว่าคือ เช่าพื้นที่,2025-07-25 07:12:18.539
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,"6ed4cc5e-b1ff-4fe7-be6d-d92fd9d4afea",1.0,ตอบได้ถูกต้อง,2025-07-25 07:11:13.627
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,debe4569-ef59-4f59-9bac-969c3d22d4f0,1.0,ตอบได้,2025-07-25 07:10:42.344
User_14,"0ac19aef-6807-4cc7-a7fc-9e698c7d5773","3459c74d-d5d4-4772-bec8-2e912f810d5f",0.0,,2025-07-25 07:10:06.405
User_14,"0ac19aef-6807-4cc7-a7fc-9e698c7d5773","1a5b88c2-5c01-4881-aaf7-acb4a6a67a19",0.0,คำตอบไม่ตรงกับคำถาม,2025-07-25 07:07:17.373
User_14,"3804af0e-1687-480a-b150-b0bf78b1075a",b01735f7-19d0-4c04-afaa-3c8741676c54,0.0,ค้าง ไม่สามารถเลือกต่อได้,2025-07-25 07:06:01.770
User_14,b2f2a4eb-2cf2-4ba0-bc03-8fd44a74dc9e,"927dd548-3a6f-464e-93c2-49030c2eeea1",0.0,ค้างไม่สามารถเลือกต่อได้,2025-07-25 07:05:25.548
User_13,b186f4c5-97b1-4fa8-a705-3ff53630a2fa,a0de3d07-2d10-4f44-abaa-9c49d843724d,0.0,คำถามเกี่ยวข้องโดยตรงกับอำนาจอนุมัติค่ะ แต่อาจจะขาด keyword บางอย่างรึเปล่าเลยตอบแบบนั้น,2025-07-25 07:05:23.190
User_5,ac6d4c49-22c6-408a-9ba0-4915a132ca4f,d3ebaac5-0d77-4017-b863-af3a943a989a,0.0,ไม่สามารถตอบคำถามได้,2025-07-25 07:05:03.712
User_16,dffc6083-407a-45fd-8174-ff5b4eb09cd7,"298014b9-2c26-40b1-aba3-1411dbb51e7f",0.0,ให้ข้อมูลที่สอบถามไม่ได้   ในส่วนของคำตอบ ควรมี link  ของ flow การอนุมัติ ให้ user เข้าไปดู,2025-07-25 07:03:40.877
User_13,b186f4c5-97b1-4fa8-a705-3ff53630a2fa,"56cdd9e1-a608-4ce9-ba7d-16afa85ec0e9",0.0,อยากให้ช่วยเพิ่มdetail ว่า ต้องทำ business case และขอ approve จากทั้งฝั่ง business และฝั่ง Finance ต้อง co sign ด้วยค่ะ,2025-07-25 07:03:12.597
User_8,"94426f85-dd29-4a54-93f4-5d2c04cab2d2","9f2c299e-604a-41e0-bb3f-b2ea1a11a20c",0.0,"Dislike เพราะ คำถามชัดเจนตรงกับในpolicy แต่บอทให้เลือกระดับ 1  และหัวข้อที่ให้เลือก ไม่ตรงกับคำถามเลย
",2025-07-25 06:56:24.332
User_8,"94426f85-dd29-4a54-93f4-5d2c04cab2d2","0b970c65-e62a-4e05-aa6e-cf6cd95e991e",0.0,"Dislike เพราะ คำถามค่อนข้างตรงกับในpolicy แต่ระบบแจ้งว่า ไม่เกี่ยวข้อง 
",2025-07-25 06:42:28.624
